                          Lexeme   Line                 Token Type                 Value             Parent Node Symbol     IsLeaf                    Node Symbol
                               :    159                   TK_COLON       ---------------                fieldDefinition        Yes      -------------------------
                              tr    159                 TK_FIELDID       ---------------                fieldDefinition        Yes      -------------------------
                               ;    159                     TK_SEM       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------               fieldDefinitions         No                     moreFields
                 ---------------    ---                 TK_EPSILON       ---------------                     moreFields        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                     moreFields         No                     moreFields
                        endunion    160                TK_ENDUNION       ---------------                 typeDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                typeDefinitions         No              actualOrRedefined
                 ---------------    ---             --------------       ---------------                typeDefinitions         No                typeDefinitions
                      definetype    161              TK_DEFINETYPE       ---------------                 definetypestmt        Yes      -------------------------
                 ---------------    ---             --------------       ---------------              actualOrRedefined         No                 definetypestmt
                          record    161                  TK_RECORD       ---------------                              A        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 definetypestmt         No                              A
                          #three    161                    TK_RUID       ---------------                 definetypestmt        Yes      -------------------------
                              as    161                      TK_AS       ---------------                 definetypestmt        Yes      -------------------------
                       #triangle    161                    TK_RUID       ---------------                 definetypestmt        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                typeDefinitions         No              actualOrRedefined
                 ---------------    ---             --------------       ---------------                typeDefinitions         No                typeDefinitions
                          record    162                  TK_RECORD       ---------------                 typeDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------              actualOrRedefined         No                 typeDefinition
                          #three    162                    TK_RUID       ---------------                 typeDefinition        Yes      -------------------------
                            type    163                    TK_TYPE       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------               fieldDefinitions         No                fieldDefinition
                           #line    163                    TK_RUID       ---------------            constructedDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                      fieldType         No            constructedDatatype
                 ---------------    ---             --------------       ---------------                fieldDefinition         No                      fieldType
                               :    163                   TK_COLON       ---------------                fieldDefinition        Yes      -------------------------
                            base    163                 TK_FIELDID       ---------------                fieldDefinition        Yes      -------------------------
                               ;    163                     TK_SEM       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 typeDefinition         No               fieldDefinitions
                            type    164                    TK_TYPE       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------               fieldDefinitions         No                fieldDefinition
                           #line    164                    TK_RUID       ---------------            constructedDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                      fieldType         No            constructedDatatype
                 ---------------    ---             --------------       ---------------                fieldDefinition         No                      fieldType
                               :    164                   TK_COLON       ---------------                fieldDefinition        Yes      -------------------------
                          height    164                 TK_FIELDID       ---------------                fieldDefinition        Yes      -------------------------
                               ;    164                     TK_SEM       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---                 TK_EPSILON       ---------------                     moreFields        Yes      -------------------------
                 ---------------    ---             --------------       ---------------               fieldDefinitions         No                     moreFields
                       endrecord    165               TK_ENDRECORD       ---------------                 typeDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                typeDefinitions         No              actualOrRedefined
                 ---------------    ---             --------------       ---------------                typeDefinitions         No                typeDefinitions
                      definetype    166              TK_DEFINETYPE       ---------------                 definetypestmt        Yes      -------------------------
                 ---------------    ---             --------------       ---------------              actualOrRedefined         No                 definetypestmt
                           union    166                   TK_UNION       ---------------                              A        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 definetypestmt         No                              A
                           #four    166                    TK_RUID       ---------------                 definetypestmt        Yes      -------------------------
                              as    166                      TK_AS       ---------------                 definetypestmt        Yes      -------------------------
                          #shape    166                    TK_RUID       ---------------                 definetypestmt        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                typeDefinitions         No              actualOrRedefined
                 ---------------    ---             --------------       ---------------                typeDefinitions         No                typeDefinitions
                          record    167                  TK_RECORD       ---------------                 typeDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------              actualOrRedefined         No                 typeDefinition
                  #variantrecord    167                    TK_RUID       ---------------                 typeDefinition        Yes      -------------------------
                            type    168                    TK_TYPE       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------               fieldDefinitions         No                fieldDefinition
                             int    168                     TK_INT       ---------------              primitiveDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                      fieldType         No              primitiveDatatype
                 ---------------    ---             --------------       ---------------                fieldDefinition         No                      fieldType
                               :    168                   TK_COLON       ---------------                fieldDefinition        Yes      -------------------------
                             tag    168                 TK_FIELDID       ---------------                fieldDefinition        Yes      -------------------------
                               ;    168                     TK_SEM       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 typeDefinition         No               fieldDefinitions
                            type    169                    TK_TYPE       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------               fieldDefinitions         No                fieldDefinition
                          #shape    169                    TK_RUID       ---------------            constructedDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                      fieldType         No            constructedDatatype
                 ---------------    ---             --------------       ---------------                fieldDefinition         No                      fieldType
                               :    169                   TK_COLON       ---------------                fieldDefinition        Yes      -------------------------
                               s    169                 TK_FIELDID       ---------------                fieldDefinition        Yes      -------------------------
                               ;    169                     TK_SEM       ---------------                fieldDefinition        Yes      -------------------------
                 ---------------    ---                 TK_EPSILON       ---------------                     moreFields        Yes      -------------------------
                 ---------------    ---             --------------       ---------------               fieldDefinitions         No                     moreFields
                       endrecord    170               TK_ENDRECORD       ---------------                 typeDefinition        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                typeDefinitions         No              actualOrRedefined
                 ---------------    ---             --------------       ---------------                typeDefinitions         No                typeDefinitions
                 ---------------    ---                 TK_EPSILON       ---------------                typeDefinitions        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                typeDefinitions         No                typeDefinitions
                 ---------------    ---             --------------       ---------------                       function         No                          stmts
                            type    172                    TK_TYPE       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                   declarations         No                    declaration
                          record    172                  TK_RECORD       ---------------            constructedDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       dataType         No            constructedDatatype
                  #variantrecord    172                    TK_RUID       ---------------            constructedDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                    declaration         No                       dataType
                               :    172                   TK_COLON       ---------------                    declaration        Yes      -------------------------
                              d4    172                      TK_ID       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---                 TK_EPSILON       ---------------                  global_or_not        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                    declaration         No                  global_or_not
                               ;    172                     TK_SEM       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                          stmts         No                   declarations
                            type    173                    TK_TYPE       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                   declarations         No                    declaration
                             int    173                     TK_INT       ---------------              primitiveDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       dataType         No              primitiveDatatype
                 ---------------    ---             --------------       ---------------                    declaration         No                       dataType
                               :    173                   TK_COLON       ---------------                    declaration        Yes      -------------------------
                              b5    173                      TK_ID       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---                 TK_EPSILON       ---------------                  global_or_not        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                    declaration         No                  global_or_not
                               ;    173                     TK_SEM       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                   declarations         No                   declarations
                            type    174                    TK_TYPE       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                   declarations         No                    declaration
                             int    174                     TK_INT       ---------------              primitiveDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       dataType         No              primitiveDatatype
                 ---------------    ---             --------------       ---------------                    declaration         No                       dataType
                               :    174                   TK_COLON       ---------------                    declaration        Yes      -------------------------
                       d5cb34567    174                      TK_ID       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---                 TK_EPSILON       ---------------                  global_or_not        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                    declaration         No                  global_or_not
                               ;    174                     TK_SEM       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                   declarations         No                   declarations
                            type    175                    TK_TYPE       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                   declarations         No                    declaration
                          record    175                  TK_RECORD       ---------------            constructedDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       dataType         No            constructedDatatype
                  #variantrecord    175                    TK_RUID       ---------------            constructedDatatype        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                    declaration         No                       dataType
                               :    175                   TK_COLON       ---------------                    declaration        Yes      -------------------------
                            b5c6    175                      TK_ID       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---                 TK_EPSILON       ---------------                  global_or_not        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                    declaration         No                  global_or_not
                               ;    175                     TK_SEM       ---------------                    declaration        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                   declarations         No                   declarations
                 ---------------    ---                 TK_EPSILON       ---------------                   declarations        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                   declarations         No                   declarations
                            b5c6    176                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 assignmentStmt         No                  singleOrRecId
                 ---------------    ---                 TK_EPSILON       ---------------      option_single_constructed        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                 ---------------    ---             --------------       ---------------                           stmt         No                 assignmentStmt
                            <---    176                TK_ASSIGNOP       ---------------                 assignmentStmt        Yes      -------------------------
                            b5c6    176                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                            var         No                  singleOrRecId
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------      option_single_constructed         No                   oneExpansion
                             tag    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                 ---------------    ---                 TK_EPSILON       ---------------                 moreExpansions        Yes      -------------------------
                 ---------------    ---             --------------       ---------------      option_single_constructed         No                 moreExpansions
                 ---------------    ---             --------------       ---------------                         factor         No                            var
                 ---------------    ---             --------------       ---------------                           term         No                         factor
                 ---------------    ---             --------------       ---------------           arithmeticExpression         No                           term
                 ---------------    ---                 TK_EPSILON       ---------------                      termPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                           term         No                      termPrime
                 ---------------    ---             --------------       ---------------                 assignmentStmt         No           arithmeticExpression
                               +    176                    TK_PLUS       ---------------         lowPrecedenceOperators        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       expPrime         No         lowPrecedenceOperators
                 ---------------    ---             --------------       ---------------           arithmeticExpression         No                       expPrime
                              d4    176                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                            var         No                  singleOrRecId
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------      option_single_constructed         No                   oneExpansion
                               s    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                   oneExpansion
                              ln    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------      option_single_constructed         No                 moreExpansions
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                   oneExpansion
                      beginpoint    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                 moreExpansions
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                   oneExpansion
                               x    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                 moreExpansions
                 ---------------    ---                 TK_EPSILON       ---------------                 moreExpansions        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                 moreExpansions
                 ---------------    ---             --------------       ---------------                         factor         No                            var
                 ---------------    ---             --------------       ---------------                           term         No                         factor
                 ---------------    ---             --------------       ---------------                       expPrime         No                           term
                 ---------------    ---                 TK_EPSILON       ---------------                      termPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                           term         No                      termPrime
                               -    176                   TK_MINUS       ---------------         lowPrecedenceOperators        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       expPrime         No         lowPrecedenceOperators
                 ---------------    ---             --------------       ---------------                       expPrime         No                       expPrime
                            b5c6    176                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                            var         No                  singleOrRecId
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------      option_single_constructed         No                   oneExpansion
                               s    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                   oneExpansion
                              tr    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------      option_single_constructed         No                 moreExpansions
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                   oneExpansion
                            base    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                 moreExpansions
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                   oneExpansion
                      beginpoint    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                 moreExpansions
                               .    176                     TK_DOT       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                   oneExpansion
                               y    176                 TK_FIELDID       ---------------                   oneExpansion        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                 moreExpansions
                 ---------------    ---                 TK_EPSILON       ---------------                 moreExpansions        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 moreExpansions         No                 moreExpansions
                 ---------------    ---             --------------       ---------------                         factor         No                            var
                 ---------------    ---             --------------       ---------------                           term         No                         factor
                 ---------------    ---             --------------       ---------------                       expPrime         No                           term
                 ---------------    ---                 TK_EPSILON       ---------------                      termPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                           term         No                      termPrime
                 ---------------    ---                 TK_EPSILON       ---------------                       expPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       expPrime         No                       expPrime
                               ;    176                     TK_SEM       ---------------                 assignmentStmt        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                     otherStmts         No                           stmt
                 ---------------    ---             --------------       ---------------                          stmts         No                     otherStmts
                              b5    177                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 assignmentStmt         No                  singleOrRecId
                 ---------------    ---                 TK_EPSILON       ---------------      option_single_constructed        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                 ---------------    ---             --------------       ---------------                           stmt         No                 assignmentStmt
                            <---    177                TK_ASSIGNOP       ---------------                 assignmentStmt        Yes      -------------------------
                              b5    177                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                            var         No                  singleOrRecId
                 ---------------    ---                 TK_EPSILON       ---------------      option_single_constructed        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                 ---------------    ---             --------------       ---------------                         factor         No                            var
                 ---------------    ---             --------------       ---------------                           term         No                         factor
                 ---------------    ---             --------------       ---------------           arithmeticExpression         No                           term
                 ---------------    ---                 TK_EPSILON       ---------------                      termPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                           term         No                      termPrime
                 ---------------    ---             --------------       ---------------                 assignmentStmt         No           arithmeticExpression
                               +    177                    TK_PLUS       ---------------         lowPrecedenceOperators        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       expPrime         No         lowPrecedenceOperators
                 ---------------    ---             --------------       ---------------           arithmeticExpression         No                       expPrime
                               1    177                     TK_NUM                     1                            var        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                         factor         No                            var
                 ---------------    ---             --------------       ---------------                           term         No                         factor
                 ---------------    ---             --------------       ---------------                       expPrime         No                           term
                 ---------------    ---                 TK_EPSILON       ---------------                      termPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                           term         No                      termPrime
                 ---------------    ---                 TK_EPSILON       ---------------                       expPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                       expPrime         No                       expPrime
                               ;    177                     TK_SEM       ---------------                 assignmentStmt        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                     otherStmts         No                           stmt
                 ---------------    ---             --------------       ---------------                     otherStmts         No                     otherStmts
                              d4    178                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                 assignmentStmt         No                  singleOrRecId
                 ---------------    ---                 TK_EPSILON       ---------------      option_single_constructed        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                 ---------------    ---             --------------       ---------------                           stmt         No                 assignmentStmt
                            <---    178                TK_ASSIGNOP       ---------------                 assignmentStmt        Yes      -------------------------
                            b5c6    178                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                            var         No                  singleOrRecId
                 ---------------    ---                 TK_EPSILON       ---------------      option_single_constructed        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                 ---------------    ---             --------------       ---------------                         factor         No                            var
                 ---------------    ---             --------------       ---------------                           term         No                         factor
                 ---------------    ---             --------------       ---------------           arithmeticExpression         No                           term
                               /    178                     TK_DIV       ---------------        highPrecedenceOperators        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                      termPrime         No        highPrecedenceOperators
                 ---------------    ---             --------------       ---------------                           term         No                      termPrime
                       d5cb34567    178                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                            var         No                  singleOrRecId
                 ---------------    ---                 TK_EPSILON       ---------------      option_single_constructed        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                  singleOrRecId         No      option_single_constructed
                 ---------------    ---             --------------       ---------------                         factor         No                            var
                 ---------------    ---             --------------       ---------------                      termPrime         No                         factor
                 ---------------    ---                 TK_EPSILON       ---------------                      termPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                      termPrime         No                      termPrime
                 ---------------    ---             --------------       ---------------                 assignmentStmt         No           arithmeticExpression
                 ---------------    ---                 TK_EPSILON       ---------------                       expPrime        Yes      -------------------------
                 ---------------    ---             --------------       ---------------           arithmeticExpression         No                       expPrime
                               ;    178                     TK_SEM       ---------------                 assignmentStmt        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                     otherStmts         No                           stmt
                 ---------------    ---             --------------       ---------------                     otherStmts         No                     otherStmts
                           write    179                   TK_WRITE       ---------------                         ioStmt        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                           stmt         No                         ioStmt
                               (    179                      TK_OP       ---------------                         ioStmt        Yes      -------------------------
                              d4    179                      TK_ID       ---------------                  singleOrRecId        Yes      -------------------------
                 ---------------    ---             --------------       ---------------                            var         No                  singleOrRecId
